,,,,,,,Daily Price Arrival Report-07-11-2025 to 05-09-2026 for Punjab,,,,,,
State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,600.00","2,000.00","1,800.00",Rs./Quintal,2.40,Metric Tonnes,23-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,700.00","2,310.00","2,000.00",Rs./Quintal,2.30,Metric Tonnes,19-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,600.00","2,100.00","1,800.00",Rs./Quintal,2.30,Metric Tonnes,18-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,600.00","2,100.00","1,800.00",Rs./Quintal,2.60,Metric Tonnes,17-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,500.00","2,000.00","1,800.00",Rs./Quintal,2.30,Metric Tonnes,16-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","2,500.00","2,300.00",Rs./Quintal,2.50,Metric Tonnes,14-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,350.00","2,000.00",Rs./Quintal,2.30,Metric Tonnes,13-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,600.00","2,200.00","1,800.00",Rs./Quintal,2.70,Metric Tonnes,12-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,500.00","2,000.00",Rs./Quintal,2.10,Metric Tonnes,11-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,500.00","2,000.00",Rs./Quintal,2.70,Metric Tonnes,09-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,700.00","2,200.00",Rs./Quintal,2.80,Metric Tonnes,07-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","2,500.00","2,000.00",Rs./Quintal,3.00,Metric Tonnes,06-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","2,800.00","2,400.00",Rs./Quintal,2.50,Metric Tonnes,05-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,400.00","2,000.00",Rs./Quintal,1.50,Metric Tonnes,04-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,500.00","2,000.00",Rs./Quintal,2.40,Metric Tonnes,03-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,500.00","2,000.00",Rs./Quintal,2.50,Metric Tonnes,02-03-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,700.00","2,200.00","2,000.00",Rs./Quintal,3.00,Metric Tonnes,28-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,600.00","2,200.00","1,800.00",Rs./Quintal,2.50,Metric Tonnes,27-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,600.00","2,100.00",Rs./Quintal,2.70,Metric Tonnes,26-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","3,000.00","2,500.00",Rs./Quintal,2.50,Metric Tonnes,24-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","2,500.00","2,000.00",Rs./Quintal,2.50,Metric Tonnes,23-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","3,000.00","2,500.00",Rs./Quintal,2.00,Metric Tonnes,20-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","2,700.00","2,300.00",Rs./Quintal,2.00,Metric Tonnes,17-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"1,500.00","2,500.00","2,000.00",Rs./Quintal,2.50,Metric Tonnes,16-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,700.00","4,000.00","3,500.00",Rs./Quintal,2.60,Metric Tonnes,14-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,2.20,Metric Tonnes,13-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,2.00,Metric Tonnes,12-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,1.80,Metric Tonnes,10-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,2.00,Metric Tonnes,05-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,2.00,Metric Tonnes,04-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,1.60,Metric Tonnes,03-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,000.00","4,100.00","3,500.00",Rs./Quintal,1.70,Metric Tonnes,02-02-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,2.60,Metric Tonnes,20-01-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,2.20,Metric Tonnes,19-01-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"4,000.00","5,000.00","4,500.00",Rs./Quintal,2.30,Metric Tonnes,03-01-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,500.00","5,000.00","4,500.00",Rs./Quintal,2.20,Metric Tonnes,02-01-2026
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","4,100.00","3,200.00",Rs./Quintal,2.70,Metric Tonnes,23-12-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,000.00","5,000.00","4,000.00",Rs./Quintal,2.90,Metric Tonnes,22-12-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,800.00","4,300.00","3,500.00",Rs./Quintal,2.70,Metric Tonnes,03-12-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,000.00","4,900.00","3,500.00",Rs./Quintal,2.30,Metric Tonnes,02-12-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,500.00","5,000.00","4,000.00",Rs./Quintal,3.10,Metric Tonnes,01-12-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,000.00","4,500.00","3,500.00",Rs./Quintal,2.40,Metric Tonnes,28-11-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,500.00","4,300.00","3,300.00",Rs./Quintal,2.70,Metric Tonnes,27-11-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,500.00","4,500.00","4,000.00",Rs./Quintal,3.00,Metric Tonnes,26-11-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"3,000.00","4,500.00","3,500.00",Rs./Quintal,2.70,Metric Tonnes,24-11-2025
Punjab,Fatehgarh,Sirhind APMC,Vegetables,Tomato,Other,FAQ,"2,200.00","3,200.00","2,500.00",Rs./Quintal,2.80,Metric Tonnes,17-11-2025
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.47,Metric Tonnes,03-09-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.58,Metric Tonnes,02-09-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.61,Metric Tonnes,01-09-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.36,Metric Tonnes,31-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.84,Metric Tonnes,29-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.04,Metric Tonnes,27-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.74,Metric Tonnes,26-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,25-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,6.64,Metric Tonnes,24-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.87,Metric Tonnes,22-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.31,Metric Tonnes,21-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.04,Metric Tonnes,20-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.45,Metric Tonnes,19-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.51,Metric Tonnes,18-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.73,Metric Tonnes,17-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.88,Metric Tonnes,15-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,1.55,Metric Tonnes,14-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.79,Metric Tonnes,13-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,1.88,Metric Tonnes,12-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.66,Metric Tonnes,11-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,4.02,Metric Tonnes,10-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.78,Metric Tonnes,08-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,1.11,Metric Tonnes,07-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,2.45,Metric Tonnes,06-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,2.91,Metric Tonnes,05-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,3.80,Metric Tonnes,04-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,3.94,Metric Tonnes,03-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.49,Metric Tonnes,01-08-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.05,Metric Tonnes,31-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.75,Metric Tonnes,30-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.47,Metric Tonnes,29-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.57,Metric Tonnes,28-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.63,Metric Tonnes,27-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.33,Metric Tonnes,25-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.60,Metric Tonnes,24-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.51,Metric Tonnes,23-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.46,Metric Tonnes,22-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.56,Metric Tonnes,21-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.74,Metric Tonnes,20-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.65,Metric Tonnes,18-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.22,Metric Tonnes,17-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.38,Metric Tonnes,16-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.00,Metric Tonnes,15-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.97,Metric Tonnes,14-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.82,Metric Tonnes,13-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,2.89,Metric Tonnes,11-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.80,Metric Tonnes,10-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.83,Metric Tonnes,09-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,1.15,Metric Tonnes,08-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,3.06,Metric Tonnes,07-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.80,Metric Tonnes,06-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.56,Metric Tonnes,04-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.98,Metric Tonnes,03-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.15,Metric Tonnes,02-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,Grade Range-1,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.61,Metric Tonnes,01-07-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Local,Grade Range-1,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.61,Metric Tonnes,30-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.75,Metric Tonnes,26-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.77,Metric Tonnes,25-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.25,Metric Tonnes,24-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,500.00","2,276.72",Rs./Quintal,2.79,Metric Tonnes,22-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.47,Metric Tonnes,20-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.88,Metric Tonnes,19-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.43,Metric Tonnes,18-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.93,Metric Tonnes,17-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,4.16,Metric Tonnes,16-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,7.37,Metric Tonnes,15-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","1,600.00","1,600.00",Rs./Quintal,0.23,Metric Tonnes,13-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","1,600.00","1,600.00",Rs./Quintal,0.32,Metric Tonnes,12-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.31,Metric Tonnes,11-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.24,Metric Tonnes,10-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.28,Metric Tonnes,09-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,200.00","1,200.00",Rs./Quintal,0.31,Metric Tonnes,08-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.26,Metric Tonnes,02-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","1,600.00","1,600.00",Rs./Quintal,0.24,Metric Tonnes,01-06-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.61,Metric Tonnes,30-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.42,Metric Tonnes,29-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,5.10,Metric Tonnes,15-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,6.24,Metric Tonnes,14-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,5.71,Metric Tonnes,13-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Other,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,2.80,Metric Tonnes,12-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,5.20,Metric Tonnes,11-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,2.04,Metric Tonnes,08-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,3.51,Metric Tonnes,07-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,2.27,Metric Tonnes,06-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,3.05,Metric Tonnes,05-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,9.19,Metric Tonnes,04-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,1.64,Metric Tonnes,02-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,3.51,Metric Tonnes,01-05-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.59,Metric Tonnes,30-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,3.14,Metric Tonnes,29-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,4.18,Metric Tonnes,28-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,2.93,Metric Tonnes,27-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,5.12,Metric Tonnes,25-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,4.68,Metric Tonnes,24-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,2.70,Metric Tonnes,23-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.76,Metric Tonnes,22-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.04,Metric Tonnes,21-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.66,Metric Tonnes,20-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,8.59,Metric Tonnes,17-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.03,Metric Tonnes,16-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.36,Metric Tonnes,15-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,7.40,Metric Tonnes,14-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.01,Metric Tonnes,13-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,4.14,Metric Tonnes,11-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,1.18,Metric Tonnes,09-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.45,Metric Tonnes,08-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,1.05,Metric Tonnes,07-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,1.33,Metric Tonnes,06-04-2026
Punjab,Fazilka,Fazilka APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.54,Metric Tonnes,03-04-2026
